segment_id,raw_ja,raw_en,raw_zh,category,subtype,source,source_row,notes
seg_000050,Str+3,STR +3,力量+3,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,ring-2,subtype_conflict=refine_condition/generic_condition/refine_condition
seg_000051,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,ring-2,subtype_conflict=refine_condition/generic_condition/refine_condition
seg_000052,物理攻撃+15,PATK +15,物理攻擊+15,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,ring-2,subtype_conflict=refine_condition/generic_condition/refine_condition
seg_000053,魔法攻撃+45,MATK +45,魔法攻擊+45,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,spiritual-ring-2,
seg_000054,Int+1,INT +1,智力+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,spiritual-ring-2,
seg_000055,Dex+2,DEX +2,靈巧+2,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,spiritual-ring-2,
seg_000056,精錬+2毎に,For every Refine +2,精煉每+2,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,spiritual-ring-2,subtype_conflict=refine_condition/generic_condition/generic_condition
seg_000057,変動詠唱-1%,Variable CT -1%,可變詠唱時間-1%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,spiritual-ring-2,subtype_conflict=refine_condition/generic_condition/generic_condition
seg_000058,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,spiritual-ring-2,subtype_conflict=refine_condition/generic_condition/generic_condition
seg_000059,魔法攻撃+2%,MATK +2%,魔法攻擊+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,spiritual-ring-2,subtype_conflict=refine_condition/generic_condition/generic_condition
seg_000060,魔法攻撃+39,MATK +39,魔法攻擊+39,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,earring-2,
seg_000061,Int+3,INT +3,智力+3,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,earring-2,
seg_000062,魔法防御+2,MDEF +2,魔法防禦+2,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,earring-2,
seg_000063,Intが10ポイント毎に,for every 10 points of INT,每10點智力,condition_phrase,generic_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,earring-2,
seg_000064,魔法攻撃+3,MATK +3,魔法攻擊+3,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,earring-2,
seg_000065,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,earring-2,
seg_000066,Int+3,INT +3,智力+3,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,earring-2,
seg_000067,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,earring-2,
seg_000068,魔法攻撃+15,MATK +15,魔法攻擊+15,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,earring-2,
seg_000069,魔法攻撃+45,MATK +45,魔法攻擊+45,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,expert-ring-2,
seg_000070,全体ディレイ-2%,Global CD -2%,技能共同冷卻時間-2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,expert-ring-2,
seg_000071,SP消費+10%,SP Consumption +10%,魔法值消耗+10%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,expert-ring-2,
seg_000072,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,expert-ring-2,
seg_000073,全体ディレイ-5%,Global CD -5%,技能共同冷卻時間-5%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,expert-ring-2,
seg_000074,物理攻撃+39,PATK +39,物理攻擊+39,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,necklace-2,
seg_000075,Vit+3,VIT +3,體質+3,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,necklace-2,
seg_000076,魔法防御+2,MDEF +2,魔法防禦+2,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,necklace-2,
seg_000077,Vitが10ポイント毎に,for every 10 points of VIT,每10點體質,condition_phrase,generic_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,necklace-2,
seg_000078,MaxHP+50,Max HP +50,生命上限+50,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,necklace-2,
seg_000079,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,necklace-2,
seg_000080,Vit+3,VIT +3,體質+3,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,necklace-2,
seg_000081,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,necklace-2,
seg_000082,MaxHP+200,Max HP +200,生命上限+200,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,necklace-2,
seg_000083,物理攻撃+51,PATK +51,物理攻擊+51,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,sacred-incense-2,
seg_000084,Str+2,STR +2,力量+2,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,sacred-incense-2,
seg_000085,Luk+2,LUK +2,幸運+2,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,sacred-incense-2,
seg_000086,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,sacred-incense-2,
seg_000087,不死種族モンスターへのダメージ+5%,Damage to Undead +5%,對不死種族魔物傷害+5%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,sacred-incense-2,
seg_000088,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,sacred-incense-2,
seg_000089,不死種族モンスターからのダメージ軽減+5%,DMG Reduction vs Undead +5%,受到不死種族傷害減免+5%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,sacred-incense-2,
seg_000090,物理攻撃+51,PATK +51,物理攻擊+51,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,nile-rose-2,
seg_000091,Str+4,STR +4,力量+4,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,nile-rose-2,
seg_000092,Dex+2,DEX +2,靈巧+2,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,nile-rose-2,
seg_000093,Strが10ポイント毎に,for every 10 points of STR,每10點力量,condition_phrase,generic_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,nile-rose-2,
seg_000094,物理攻撃+4,PATK +4,物理攻擊+4,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,nile-rose-2,
seg_000095,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,nile-rose-2,
seg_000096,Str+2,STR +2,力量+2,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,nile-rose-2,
seg_000097,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,nile-rose-2,
seg_000098,Dex+1,DEX +1,靈巧+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,nile-rose-2,
seg_000099,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,nile-rose-2,
seg_000100,物理攻撃+20,PATK +20,物理攻擊+20,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,nile-rose-2,
seg_000101,物理攻撃+51,PATK +51,物理攻擊+51,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,brooch-2,
seg_000102,Agi+2,AGI +2,敏捷+2,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,brooch-2,
seg_000103,Agiが20ポイント毎に,Every 20 points of AGI,每20點敏捷,condition_phrase,generic_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,brooch-2,
seg_000104,攻撃速度+1%,increases ASPD by +1%,攻擊速度+1%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,brooch-2,
seg_000105,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,brooch-2,
seg_000106,Agi+2,AGI +2,敏捷+2,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,brooch-2,
seg_000107,魔法攻撃+51,MATK +51,魔法攻擊+51,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,orleans-glove-2,
seg_000108,Dex+4,DEX +4,靈巧+4,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,orleans-glove-2,
seg_000109,魔法攻撃+1%,MATK +1%,魔法攻擊+1%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,orleans-glove-2,
seg_000110,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,orleans-glove-2,
seg_000111,魔法攻撃+2%,MATK +2%,魔法攻擊+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,orleans-glove-2,
seg_000112,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,orleans-glove-2,
seg_000113,魔法攻撃+2%,MATK +2%,魔法攻擊+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,orleans-glove-2,
seg_000114,魔法攻撃+51,MATK +51,魔法攻擊+51,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,celebrants-mitten-2,
seg_000115,MaxHP+150,Max HP +150,生命上限+150,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,celebrants-mitten-2,
seg_000116,MaxSP+50,Max SP +50,魔法上限+50,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,celebrants-mitten-2,
seg_000117,Int+3,INT +3,智力+3,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,celebrants-mitten-2,
seg_000118,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,celebrants-mitten-2,
seg_000119,MaxSP+150,Max SP +150,魔法上限+150,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,celebrants-mitten-2,
seg_000120,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,celebrants-mitten-2,
seg_000121,魔法攻撃+50,MATK +50,魔法攻擊+50,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,celebrants-mitten-2,
seg_000122,物理攻撃+45,PATK +45,物理攻擊+45,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,renown-archers-gloves-2,
seg_000123,Dex+3,DEX +3,靈巧+3,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,renown-archers-gloves-2,
seg_000124,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,renown-archers-gloves-2,
seg_000125,クリティカル+5,CRIT +5,暴擊+5,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,renown-archers-gloves-2,
seg_000126,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,renown-archers-gloves-2,
seg_000127,遠距離物理ダメージ+2%,Ranged PDMG +2%,遠程物理傷害+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,renown-archers-gloves-2,
seg_000128,物理攻撃+51,PATK +51,物理攻擊+51,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,golden-foot-ring-2,
seg_000129,Vit+4,VIT +4,體質+4,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,golden-foot-ring-2,
seg_000130,魔法防御+4,MDEF +4,魔法防禦+4,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,golden-foot-ring-2,
seg_000131,HP回復+10%,HP Recovery +10%,生命恢復+10%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,golden-foot-ring-2,
seg_000132,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,golden-foot-ring-2,
seg_000133,MaxHP+300,Max HP +300,生命上限+300,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,golden-foot-ring-2,
seg_000134,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,golden-foot-ring-2,
seg_000135,被回復効果+5%,Healing Taken +5%,受治療效果+5%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,golden-foot-ring-2,
seg_000136,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,golden-foot-ring-2,
seg_000137,物理ダメージ軽減+2%,PDMG Reduction +2%,物理傷害減免+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,golden-foot-ring-2,
seg_000138,魔法攻撃+51,MATK +51,魔法攻擊+51,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,angelic-ring-2,
seg_000139,Int+3,INT +3,智力+3,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,angelic-ring-2,
seg_000140,Dex+1,DEX +1,靈巧+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,angelic-ring-2,
seg_000141,回復効果+5%,Healing Done +5%,治療效果+5%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,angelic-ring-2,
seg_000142,魔法防御+2,MDEF +2,魔法防禦+2,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,angelic-ring-2,
seg_000143,精錬+5以上の時,Refine +5,精煉+5時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,angelic-ring-2,
seg_000144,回復効果+2%,Healing Done +2%,治療效果+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,angelic-ring-2,
seg_000145,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,angelic-ring-2,
seg_000146,回復効果+3%,Healing Done +3%,治療效果+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,angelic-ring-2,
seg_000147,物理攻撃+57,PATK +57,物理攻擊+57,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,burglar-ring-1,alignment_mismatch ja/en/zh=9/9/8
seg_000148,StrとDexのうち高い方+3。同値の場合,Either STR or DEX +3 (the higher one). If both,力量和靈巧中較高的屬性值+3，若兩者相同，則力量、靈巧+2,condition_phrase,generic_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,burglar-ring-1,alignment_mismatch ja/en/zh=9/9/8 | category_conflict=condition_phrase/effect_phrase/effect_phrase | subtype_conflict=generic_condition/generic_effect/generic_effect
seg_000149,Str・Dex各+2,"stats are equal, they're both +2.",敏捷150以上時,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,burglar-ring-1,alignment_mismatch ja/en/zh=9/9/8 | category_conflict=condition_phrase/effect_phrase/effect_phrase | subtype_conflict=generic_condition/generic_effect/generic_effect | category_conflict=effect_phrase/effect_phrase/condition_phrase | subtype_conflict=generic_effect/generic_effect/generic_condition
seg_000150,Agi150以上の時,When your AGI is above 150,命中+20,condition_phrase,generic_condition,PATH_TO_EQUIPMENT_ITEMS_final.csv:equipment_attributes,burglar-ring-1,alignment_mismatch ja/en/zh=9/9/8 | category_conflict=condition_phrase/effect_phrase/effect_phrase | subtype_conflict=generic_condition/generic_effect/generic_effect | category_conflict=effect_phrase/effect_phrase/condition_phrase | subtype_conflict=generic_effect/generic_effect/generic_condition | category_conflict=condition_phrase/condition_phrase/effect_phrase | subtype_conflict=generic_condition/generic_condition/generic_effect
