concept_id,category,subtype,canonical_ja,canonical_en,canonical_zh,aliases_ja,aliases_en,aliases_zh,source,source_row,status,notes
effect_divine_queen_bracelet_1_set_01,effect_name,set,フリッグの涙 I,,芬撒里爾的淚痕 I,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,divine-queen-bracelet-1-set-01,needs_review,Missing canonical in one or more languages.
effect_abnormal,effect_name,style,異形,Abnormal,異形,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-claymore-style-03,approved,
effect_ancient_magic,effect_name,style,古代魔法,Ancient Magic,遠古,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-book-style-01,approved,
effect_archwizard,effect_name,style,大巫師,Archwizard,大巫師,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-staff-style-01,approved,
effect_blade_of_vasu_aryadeva,effect_name,style,婆蘇提婆,Blade of Vasu Aryadeva,婆蘇提婆,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-katar-style-02,approved,
effect_calder,effect_name,style,カルダー,Calder,考爾德,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-crossbow-blade-style-01,approved,
effect_colorful_feather,effect_name,style,彩羽,Colorful Feather,彩羽,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-foxtail-grass-style-01,approved,
effect_corrosion,effect_name,style,腐蝕,Corrosion,腐蝕,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-hammer-style-02,approved,
effect_crescent_scythe,effect_name,style,クレセントサイス,Crescent Scythe,死神,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-spear-style-02,approved,
effect_cross_shield,effect_name,style,クロスシールド,Cross Shield,十字,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-shield-style-04,approved,
effect_curse,effect_name,style,呪い,Curse,詛咒,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-scepter-style-03,approved,
effect_cyclone_glaive,effect_name,style,サイクロングレイブ,Cyclone Glaive,氣旋,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-spear-style-03,approved,
effect_dea_staff,effect_name,style,黛雅,Dea Staff,黛雅,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-scepter-style-01,approved,
effect_electric_guitar,effect_name,style,電子,Electric Guitar,電子,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-guitar-style-01,approved,
effect_element_fountain_magic_book,effect_name,style,エレメントファウンテン魔導書,Element Fountain Magic Book,源泉,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-book-style-04,approved,
effect_elf,effect_name,style,精霊,Elf,精靈,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-crossbow-blade-style-02,approved,
effect_excalibur,effect_name,style,エクスキャリバー,Excalibur,石中劍,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-sword-style-03,approved,
effect_fire,effect_name,style,火炎,Fire,火焰,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-whip-style-03,approved,
effect_fireblend,effect_name,style,火霊,Fireblend,火靈,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-sword-style-02,approved,
effect_goibnes_set,effect_name,style,ゴヴニュセット,Goibne's Set,哥夫內套裝,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-armor-style-01|dawn-mantle-style-01|dawn-boots-style-01,approved,
effect_grand_cross,effect_name,style,十字星,Grand Cross,十字星,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-hammer-style-03,approved,
effect_grimtooth,effect_name,style,無影,Grimtooth,無影,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-katar-style-03,approved,
effect_gungnir,effect_name,style,グングニル,Gungnir,永恆,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-spear-style-04,approved,
effect_heavy,effect_name,style,超重,Heavy,超重,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-axe-style-01,approved,
effect_hera,effect_name,style,ヘラ,Hera,赫拉,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-hatchet-style-02,approved,
effect_holy,effect_name,style,神聖,Holy,神聖,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-scepter-style-04,approved,
effect_holy_guard,effect_name,style,ホーリーガード,Holy Guard,聖耀,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-shield-style-02,approved,
effect_immune_shield,effect_name,style,イミューンシールド,Immune Shield,免疫者,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-shield-style-05,approved,
effect_imperial,effect_name,style,インペリアル,Imperial,皇家,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-shield-style-07|dawn-scythe-style-03,approved,
effect_inductive,effect_name,style,感電,Inductive,感電,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-whip-style-01,approved,
effect_intellect_tablet,effect_name,style,インテレクトタブレット,Intellect Tablet,智慧石碑,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-book-style-02,approved,
effect_ivory_lance,effect_name,style,象牙,Ivory Lance,象牙,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-scythe-style-01,approved,
effect_krasnaya,effect_name,style,クラスナヤ,Krasnaya,紅雲,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-claymore-style-02,approved,
effect_kronos,effect_name,style,クロノス,Kronos,克羅諾斯,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-staff-style-03,approved,
effect_legacy_of_dragon,effect_name,style,天龍,Legacy of Dragon,天龍,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-crossbow-blade-style-03,approved,
effect_legendary,effect_name,style,伝奇,Legendary,傳奇,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-guitar-style-03|dawn-whip-style-02,approved,
effect_loki,effect_name,style,ロキ,Loki,洛奇,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-katar-style-01,approved,
effect_lunar_dagger,effect_name,style,月辰,Lunar Dagger,月辰,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-blade-style-04,approved,
effect_marlin,effect_name,style,マーリン,Marlin,劍旗魚,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-spear-style-05,approved,
effect_mighty_staff,effect_name,style,魂咬,Mighty Staff,魂咬,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-scepter-style-05|dawn-staff-style-02,approved,
effect_moonlight_dagger,effect_name,style,月霊,Moonlight Dagger,月靈,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-blade-style-02,approved,
effect_muramasa,effect_name,style,村正,Muramasa,不知火,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-claymore-style-01,approved,
effect_mushroom_stick,effect_name,style,マジックマッシュルーム,Mushroom Stick,魔力菇,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-foxtail-grass-style-03,approved,
effect_naga_scale_shield,effect_name,style,ナーガスケールシールド,Naga Scale Shield,娜迦,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-shield-style-03,approved,
effect_netherforce,effect_name,style,魔源,Netherforce,魔源,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-staff-style-04,approved,
effect_p_t_d_mechanical_core,effect_name,style,P.T.Dメカニカルコア,P.T.D Mechanical Core,P.T.D,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-hatchet-style-01,approved,
effect_passion,effect_name,style,熱情,Passion,熱情,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-guitar-style-02|dawn-whip-style-04,approved,
effect_pierce,effect_name,style,連刺し,Pierce,連刺,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-spear-style-01,approved,
effect_plant,effect_name,style,植物,Plant,植物,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-hammer-style-04,approved,
effect_power_cutting_axe,effect_name,style,動力割裂,Power Cutting Axe,動力割裂,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-axe-style-03,approved,
effect_recovery,effect_name,style,全快,Recovery,痊癒,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-scepter-style-02,approved,
effect_refined_dagger,effect_name,style,強駒,Refined Dagger,強駒,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-blade-style-03,approved,
effect_rider_set,effect_name,style,ウィンドセット,Rider Set,疾風套裝,疾風セット,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-armor-style-04|dawn-mantle-style-04|dawn-boots-style-04,needs_review,Merged competing short-form variants under shared EN/ZH meaning.
effect_scallion,effect_name,style,暗香にんにく,Scallion,暗香蒜頭,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-foxtail-grass-style-02,approved,
effect_shadow_claws,effect_name,style,シャドークロー,Shadow Claws,陰影,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-shield-style-01,approved,
effect_sif,effect_name,style,シフ,Sif,希芙,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-hatchet-style-03,approved,
effect_spike,effect_name,style,スパイク,Spike,闇盲,闇盲,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-hatchet-style-04|dawn-hammer-style-01,needs_review,Merged competing short-form variants under shared EN/ZH meaning.
effect_sprint_set,effect_name,style,スプリントセット,Sprint Set,奔跑套裝,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-armor-style-03|dawn-mantle-style-03|dawn-boots-style-03,approved,
effect_strategy,effect_name,style,戦略,Strategy,策略,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-book-style-03,approved,
effect_tirfing,effect_name,style,呑神,Tirfing,吞神,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-sword-style-01,approved,
effect_trembling,effect_name,style,戦慄,Trembling,戰慄,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-scythe-style-02,approved,
effect_tyrs_blessing,effect_name,style,テュールの祝福,Tyr's Blessing,提爾的祝福,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-armor-style-02|dawn-mantle-style-02|dawn-boots-style-02,approved,
effect_valkyrjas_shield,effect_name,style,ヴァルキリアの盾,Valkyrja's Shield,巴基力亞,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-shield-style-06,approved,
effect_vecer_axe,effect_name,style,ベセルアックス,Vecer Axe,貝克,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-axe-style-02,approved,
effect_venom_sting,effect_name,style,猛毒,Venom Sting,劇毒,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-blade-style-01,approved,
effect_white_wing_set,effect_name,style,白羽セット,White Wing Set,白羽套裝,,,,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_name_*,dawn-armor-style-05|dawn-mantle-style-05|dawn-boots-style-05,approved,
